			PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	PRIMARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY	SECONDARY
			primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	primary	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded	expanded
frame	time	objID	classLabel	className	centerX	centerY	mean	sd	size	feature__ch_acd	feature__ch_area_ratio	feature__ch_cc	feature__ch_max_val_0	feature__ch_max_val_1	feature__ch_max_val_2	feature__ch_mean_area	feature__ch_rugosity	feature__ch_thresh_cc	feature__ch_variance_area	feature__circularity	feature__dist_max	feature__dist_min	feature__dist_ratio	feature__dyn_distance_nb_max	feature__dyn_distance_radius_0	feature__dyn_distance_radius_1	feature__dyn_distance_radius_2	feature__dyn_distance_radius_3	feature__eccentricity	feature__ellip_axis_ratio	feature__ellip_major_axis	feature__ellip_minor_axis	feature__granu_close_area_1	feature__granu_close_area_2	feature__granu_close_area_3	feature__granu_close_area_5	feature__granu_close_area_7	feature__granu_close_volume_1	feature__granu_close_volume_2	feature__granu_close_volume_3	feature__granu_close_volume_5	feature__granu_close_volume_7	feature__granu_open_area_1	feature__granu_open_area_2	feature__granu_open_area_3	feature__granu_open_area_5	feature__granu_open_area_7	feature__granu_open_volume_1	feature__granu_open_volume_2	feature__granu_open_volume_3	feature__granu_open_volume_5	feature__granu_open_volume_7	feature__gyration_radius	feature__gyration_ratio	feature__h1_2ASM	feature__h1_2CON	feature__h1_2COR	feature__h1_2COV	feature__h1_2DAV	feature__h1_2ENT	feature__h1_2IDM	feature__h1_2PRO	feature__h1_2SAV	feature__h1_2SET	feature__h1_2SHA	feature__h1_2SVA	feature__h1_2VAR	feature__h1_2average	feature__h1_2variance	feature__h1_ASM	feature__h1_CON	feature__h1_COR	feature__h1_COV	feature__h1_DAV	feature__h1_ENT	feature__h1_IDM	feature__h1_PRO	feature__h1_SAV	feature__h1_SET	feature__h1_SHA	feature__h1_SVA	feature__h1_VAR	feature__h1_average	feature__h1_variance	feature__h2_2ASM	feature__h2_2CON	feature__h2_2COR	feature__h2_2COV	feature__h2_2DAV	feature__h2_2ENT	feature__h2_2IDM	feature__h2_2PRO	feature__h2_2SAV	feature__h2_2SET	feature__h2_2SHA	feature__h2_2SVA	feature__h2_2VAR	feature__h2_2average	feature__h2_2variance	feature__h2_ASM	feature__h2_CON	feature__h2_COR	feature__h2_COV	feature__h2_DAV	feature__h2_ENT	feature__h2_IDM	feature__h2_PRO	feature__h2_SAV	feature__h2_SET	feature__h2_SHA	feature__h2_SVA	feature__h2_VAR	feature__h2_average	feature__h2_variance	feature__h4_2ASM	feature__h4_2CON	feature__h4_2COR	feature__h4_2COV	feature__h4_2DAV	feature__h4_2ENT	feature__h4_2IDM	feature__h4_2PRO	feature__h4_2SAV	feature__h4_2SET	feature__h4_2SHA	feature__h4_2SVA	feature__h4_2VAR	feature__h4_2average	feature__h4_2variance	feature__h4_ASM	feature__h4_CON	feature__h4_COR	feature__h4_COV	feature__h4_DAV	feature__h4_ENT	feature__h4_IDM	feature__h4_PRO	feature__h4_SAV	feature__h4_SET	feature__h4_SHA	feature__h4_SVA	feature__h4_VAR	feature__h4_average	feature__h4_variance	feature__h8_2ASM	feature__h8_2CON	feature__h8_2COR	feature__h8_2COV	feature__h8_2DAV	feature__h8_2ENT	feature__h8_2IDM	feature__h8_2PRO	feature__h8_2SAV	feature__h8_2SET	feature__h8_2SHA	feature__h8_2SVA	feature__h8_2VAR	feature__h8_2average	feature__h8_2variance	feature__h8_ASM	feature__h8_CON	feature__h8_COR	feature__h8_COV	feature__h8_DAV	feature__h8_ENT	feature__h8_IDM	feature__h8_PRO	feature__h8_SAV	feature__h8_SET	feature__h8_SHA	feature__h8_SVA	feature__h8_VAR	feature__h8_average	feature__h8_variance	feature__irregularity	feature__irregularity2	feature__ls0_CAREA_avg_value	feature__ls0_CAREA_max_value	feature__ls0_CAREA_sample_mean	feature__ls0_CAREA_sample_sd	feature__ls0_DISP_avg_value	feature__ls0_DISP_max_value	feature__ls0_DISP_sample_mean	feature__ls0_DISP_sample_sd	feature__ls0_INTERIA_avg_value	feature__ls0_INTERIA_max_value	feature__ls0_INTERIA_sample_mean	feature__ls0_INTERIA_sample_sd	feature__ls0_IRGL_avg_value	feature__ls0_IRGL_max_value	feature__ls0_IRGL_sample_mean	feature__ls0_IRGL_sample_sd	feature__ls0_NCA_avg_value	feature__ls0_NCA_max_value	feature__ls0_NCA_sample_mean	feature__ls0_NCA_sample_sd	feature__ls0_TAREA_avg_value	feature__ls0_TAREA_max_value	feature__ls0_TAREA_sample_mean	feature__ls0_TAREA_sample_sd	feature__ls1_CAREA_avg_value	feature__ls1_CAREA_max_value	feature__ls1_CAREA_sample_mean	feature__ls1_CAREA_sample_sd	feature__ls1_DISP_avg_value	feature__ls1_DISP_max_value	feature__ls1_DISP_sample_mean	feature__ls1_DISP_sample_sd	feature__ls1_INTERIA_avg_value	feature__ls1_INTERIA_max_value	feature__ls1_INTERIA_sample_mean	feature__ls1_INTERIA_sample_sd	feature__ls1_IRGL_avg_value	feature__ls1_IRGL_max_value	feature__ls1_IRGL_sample_mean	feature__ls1_IRGL_sample_sd	feature__ls1_NCA_avg_value	feature__ls1_NCA_max_value	feature__ls1_NCA_sample_mean	feature__ls1_NCA_sample_sd	feature__ls1_TAREA_avg_value	feature__ls1_TAREA_max_value	feature__ls1_TAREA_sample_mean	feature__ls1_TAREA_sample_sd	feature__moment_I1	feature__moment_I2	feature__moment_I3	feature__moment_I4	feature__moment_I5	feature__moment_I6	feature__moment_I7	feature__n2_avg	feature__n2_stddev	feature__n2_wavg	feature__n2_wdist	feature__n2_wiavg	feature__n_avg	feature__n_stddev	feature__n_wavg	feature__n_wdist	feature__n_wiavg	feature__perimeter	feature__princ_gyration_ratio	feature__princ_gyration_x	feature__princ_gyration_y	feature__roisize	feature__skewness_x	feature__skewness_y	classLabel	className	mean	sd	size	feature__ch_acd	feature__ch_area_ratio	feature__ch_cc	feature__ch_max_val_0	feature__ch_max_val_1	feature__ch_max_val_2	feature__ch_mean_area	feature__ch_rugosity	feature__ch_thresh_cc	feature__ch_variance_area	feature__circularity	feature__dist_max	feature__dist_min	feature__dist_ratio	feature__dyn_distance_nb_max	feature__dyn_distance_radius_0	feature__dyn_distance_radius_1	feature__dyn_distance_radius_2	feature__dyn_distance_radius_3	feature__eccentricity	feature__ellip_axis_ratio	feature__ellip_major_axis	feature__ellip_minor_axis	feature__granu_close_area_1	feature__granu_close_area_2	feature__granu_close_area_3	feature__granu_close_area_5	feature__granu_close_area_7	feature__granu_close_volume_1	feature__granu_close_volume_2	feature__granu_close_volume_3	feature__granu_close_volume_5	feature__granu_close_volume_7	feature__granu_open_area_1	feature__granu_open_area_2	feature__granu_open_area_3	feature__granu_open_area_5	feature__granu_open_area_7	feature__granu_open_volume_1	feature__granu_open_volume_2	feature__granu_open_volume_3	feature__granu_open_volume_5	feature__granu_open_volume_7	feature__gyration_radius	feature__gyration_ratio	feature__h1_2ASM	feature__h1_2CON	feature__h1_2COR	feature__h1_2COV	feature__h1_2DAV	feature__h1_2ENT	feature__h1_2IDM	feature__h1_2PRO	feature__h1_2SAV	feature__h1_2SET	feature__h1_2SHA	feature__h1_2SVA	feature__h1_2VAR	feature__h1_2average	feature__h1_2variance	feature__h1_ASM	feature__h1_CON	feature__h1_COR	feature__h1_COV	feature__h1_DAV	feature__h1_ENT	feature__h1_IDM	feature__h1_PRO	feature__h1_SAV	feature__h1_SET	feature__h1_SHA	feature__h1_SVA	feature__h1_VAR	feature__h1_average	feature__h1_variance	feature__h2_2ASM	feature__h2_2CON	feature__h2_2COR	feature__h2_2COV	feature__h2_2DAV	feature__h2_2ENT	feature__h2_2IDM	feature__h2_2PRO	feature__h2_2SAV	feature__h2_2SET	feature__h2_2SHA	feature__h2_2SVA	feature__h2_2VAR	feature__h2_2average	feature__h2_2variance	feature__h2_ASM	feature__h2_CON	feature__h2_COR	feature__h2_COV	feature__h2_DAV	feature__h2_ENT	feature__h2_IDM	feature__h2_PRO	feature__h2_SAV	feature__h2_SET	feature__h2_SHA	feature__h2_SVA	feature__h2_VAR	feature__h2_average	feature__h2_variance	feature__h4_2ASM	feature__h4_2CON	feature__h4_2COR	feature__h4_2COV	feature__h4_2DAV	feature__h4_2ENT	feature__h4_2IDM	feature__h4_2PRO	feature__h4_2SAV	feature__h4_2SET	feature__h4_2SHA	feature__h4_2SVA	feature__h4_2VAR	feature__h4_2average	feature__h4_2variance	feature__h4_ASM	feature__h4_CON	feature__h4_COR	feature__h4_COV	feature__h4_DAV	feature__h4_ENT	feature__h4_IDM	feature__h4_PRO	feature__h4_SAV	feature__h4_SET	feature__h4_SHA	feature__h4_SVA	feature__h4_VAR	feature__h4_average	feature__h4_variance	feature__h8_2ASM	feature__h8_2CON	feature__h8_2COR	feature__h8_2COV	feature__h8_2DAV	feature__h8_2ENT	feature__h8_2IDM	feature__h8_2PRO	feature__h8_2SAV	feature__h8_2SET	feature__h8_2SHA	feature__h8_2SVA	feature__h8_2VAR	feature__h8_2average	feature__h8_2variance	feature__h8_ASM	feature__h8_CON	feature__h8_COR	feature__h8_COV	feature__h8_DAV	feature__h8_ENT	feature__h8_IDM	feature__h8_PRO	feature__h8_SAV	feature__h8_SET	feature__h8_SHA	feature__h8_SVA	feature__h8_VAR	feature__h8_average	feature__h8_variance	feature__irregularity	feature__irregularity2	feature__ls0_CAREA_avg_value	feature__ls0_CAREA_max_value	feature__ls0_CAREA_sample_mean	feature__ls0_CAREA_sample_sd	feature__ls0_DISP_avg_value	feature__ls0_DISP_max_value	feature__ls0_DISP_sample_mean	feature__ls0_DISP_sample_sd	feature__ls0_INTERIA_avg_value	feature__ls0_INTERIA_max_value	feature__ls0_INTERIA_sample_mean	feature__ls0_INTERIA_sample_sd	feature__ls0_IRGL_avg_value	feature__ls0_IRGL_max_value	feature__ls0_IRGL_sample_mean	feature__ls0_IRGL_sample_sd	feature__ls0_NCA_avg_value	feature__ls0_NCA_max_value	feature__ls0_NCA_sample_mean	feature__ls0_NCA_sample_sd	feature__ls0_TAREA_avg_value	feature__ls0_TAREA_max_value	feature__ls0_TAREA_sample_mean	feature__ls0_TAREA_sample_sd	feature__ls1_CAREA_avg_value	feature__ls1_CAREA_max_value	feature__ls1_CAREA_sample_mean	feature__ls1_CAREA_sample_sd	feature__ls1_DISP_avg_value	feature__ls1_DISP_max_value	feature__ls1_DISP_sample_mean	feature__ls1_DISP_sample_sd	feature__ls1_INTERIA_avg_value	feature__ls1_INTERIA_max_value	feature__ls1_INTERIA_sample_mean	feature__ls1_INTERIA_sample_sd	feature__ls1_IRGL_avg_value	feature__ls1_IRGL_max_value	feature__ls1_IRGL_sample_mean	feature__ls1_IRGL_sample_sd	feature__ls1_NCA_avg_value	feature__ls1_NCA_max_value	feature__ls1_NCA_sample_mean	feature__ls1_NCA_sample_sd	feature__ls1_TAREA_avg_value	feature__ls1_TAREA_max_value	feature__ls1_TAREA_sample_mean	feature__ls1_TAREA_sample_sd	feature__moment_I1	feature__moment_I2	feature__moment_I3	feature__moment_I4	feature__moment_I5	feature__moment_I6	feature__moment_I7	feature__n2_avg	feature__n2_stddev	feature__n2_wavg	feature__n2_wdist	feature__n2_wiavg	feature__n_avg	feature__n_stddev	feature__n_wavg	feature__n_wdist	feature__n_wiavg	feature__perimeter	feature__princ_gyration_ratio	feature__princ_gyration_x	feature__princ_gyration_y	feature__roisize	feature__skewness_x	feature__skewness_y
